0,6.0377358490566035e-06
1,6.557377049180327e-06
2,6.557377049180327e-06
3,6.557377049180327e-06
4,6.557377049180327e-06
5,7.480574993574561e-06
6,7.480574993574561e-06
7,7.480574993574561e-06
8,7.480574993574561e-06
9,8.320267255397215e-06
10,8.320267255397215e-06
11,9.661658946248636e-06
12,9.661658946248636e-06
13,1.0852500728651553e-05
14,1.0852500728651553e-05
15,1.0779386168496533e-05
16,1.0779386168496533e-05
17,1.0779386168496533e-05
18,1.0779386168496533e-05
19,1.0779386168496533e-05
20,9.210449804917986e-06
21,7.960199004975124e-06
22,7.960199004975124e-06
23,7.960199004975124e-06
24,7.960199004975124e-06
25,7.960199004975124e-06
26,7.960199004975124e-06
27,7.960199004975124e-06
28,7.960199004975124e-06
29,7.960199004975124e-06
30,9.210449804917986e-06
31,9.210449804917986e-06
32,1.0341547125820276e-05
33,1.0341547125820276e-05
34,1.0341547125820276e-05
35,1.0341547125820276e-05
36,1.0341547125820276e-05
37,9.254583679283925e-06
38,8.287627306015181e-06
39,7.433892460334676e-06
40,7.433892460334676e-06
41,7.433892460334676e-06
42,8.071413958656856e-06
43,8.732173188971282e-06
44,8.732173188971282e-06
45,8.389449629904778e-06
46,8.389449629904778e-06
47,8.389449629904778e-06
48,8.389449629904778e-06
49,8.389449629904778e-06
50,7.991967667829477e-06
51,7.991967667829477e-06
52,7.991967667829477e-06
53,7.991967667829477e-06
54,7.991967667829477e-06
55,7.5583543395975055e-06
56,7.5583543395975055e-06
57,6.663876027989149e-06
58,5.914650441677043e-06
59,5.914650441677043e-06
60,5.914650441677043e-06
61,5.914650441677043e-06
62,5.914650441677043e-06
63,5.688442349933616e-06
64,5.441632018059832e-06
65,5.181568699833606e-06
66,5.181568699833606e-06
67,5.356262981804592e-06
68,5.356262981804592e-06
69,5.049113649493352e-06
70,4.7469451808946305e-06
71,4.7469451808946305e-06
72,4.7469451808946305e-06
73,4.7469451808946305e-06
74,4.7469451808946305e-06
75,4.7469451808946305e-06
76,4.7469451808946305e-06
77,5.049113649493352e-06
78,5.049113649493352e-06
79,5.049113649493352e-06
80,5.049113649493352e-06
81,4.914847866607471e-06
82,4.914847866607471e-06
83,5.181568699833606e-06
84,5.181568699833606e-06
85,5.181568699833606e-06
86,5.181568699833606e-06
87,5.181568699833606e-06
88,5.181568699833606e-06
89,5.181568699833606e-06
90,5.181568699833606e-06
91,4.662790820170406e-06
92,4.21610183660974e-06
93,3.8290994995822414e-06
94,3.8290994995822414e-06
95,3.8290994995822414e-06
96,3.923667540215535e-06
97,4.00289531300697e-06
98,4.064631602376131e-06
99,4.107107801243601e-06
100,4.129059166924046e-06
101,4.129059166924046e-06
102,3.850147054909828e-06
103,3.850147054909828e-06
104,3.850147054909828e-06
105,3.850147054909828e-06
106,3.4985058473906264e-06
107,3.4985058473906264e-06
108,3.276418563286346e-06
109,3.0690256764030985e-06
110,3.0690256764030985e-06
111,3.0690256764030985e-06
112,3.0690256764030985e-06
113,3.0690256764030985e-06
114,3.0690256764030985e-06
115,3.0690256764030985e-06
116,3.276418563286346e-06
117,3.4985058473906264e-06
118,3.735367034221802e-06
119,3.986663662055453e-06
120,3.986663662055453e-06
121,4.415047956055415e-06
122,4.415047956055415e-06
123,4.415047956055415e-06
124,4.415047956055415e-06
125,4.415047956055415e-06
126,4.415047956055415e-06
127,4.415047956055415e-06
128,4.415047956055415e-06
129,4.415047956055415e-06
130,4.415047956055415e-06
131,4.722394299305998e-06
132,5.043732363235397e-06
133,5.3756285944294025e-06
134,5.3756285944294025e-06
